source,target,weight,resources,references,sign_decision
PPARG,RGS5,1.0,ExTRI;NTNU.Curated,22962432,default activation
EZH2,GATA3,-1.0,ExTRI;NTNU.Curated,22986524,PMID
BCL11B,EGFR,1.0,ExTRI;Pavlidis2021,23015591,PMID
RUNX3,CD8A,1.0,ExTRI;GEREDB;NTNU.Curated,14500656;23018457,PMID
NR5A2,ALAS1,1.0,ExTRI,23024262,default activation
ESR1,TEK,1.0,ExTRI;NTNU.Curated,23027806,PMID
ID3,VCAM1,1.0,ExTRI,23042815,default activation
PRDM1,BMP5,1.0,ExTRI,23054396,default activation
JUN,PDGFRB,1.0,ExTRI,23064464,default activation
TBX21,PDCD1,1.0,ExTRI,23070399,default activation
TBX21,SNCA,1.0,ExTRI,23070399,default activation
TP63,IL6,1.0,CytReg;ExTRI,23071313;27132513;8258457,default activation
RUNX2,BCL2,1.0,ExTRI;GEREDB;NTNU.Curated,17517365;23073173,PMID
ATF3,TIMP3,1.0,ExTRI,23078099,default activation
JUN,IL17A,1.0,CytReg;ExTRI,21600798;22983707;23125217,default activation
NR6A1,CR1,1.0,ExTRI,23129342,default activation
NR5A2,CR1,1.0,ExTRI,23129342,default activation
JUN,IL7,1.0,ExTRI,23157741,default activation
HMGA2,ZFHX3,1.0,ExTRI,23159610,default activation
RUNX2,COL1A1,1.0,ExTRI;NTNU.Curated;SIGNOR,11106645;11331591;23159876;24404380,PMID
KLF1,HBG2,1.0,ExTRI,23161389,default activation
JUN,CXCL10,1.0,CytReg;ExTRI,19299558;23250032,PMID
TP63,AXL,1.0,ExTRI,23264849,default activation
HES1,GATA2,-1.0,ExTRI;NTNU.Curated,23267012,PMID
ESR1,PRKG1,1.0,ExTRI,23274518,default activation
PPARG,KLF4,1.0,ExTRI;GEREDB;NTNU.Curated;TRRUST,15687259;19551868;20385121;23275339,PMID
SOX4,CDH2,1.0,ExTRI;NTNU.Curated,23301048,PMID
MITF,IGF1,1.0,ExTRI,23349796,default activation
MITF,SPP1,1.0,ExTRI,23349796,default activation
ESR1,ACKR3,1.0,ExTRI,23352615,default activation
PPARG,EGFR,-1.0,ExTRI;GEREDB;NTNU.Curated;TRRUST,15486348;18288266;18332871;23370527,PMID
NRG1,MMP9,1.0,ExTRI,23378579,default activation
FOXQ1,NRXN3,1.0,ExTRI,23383267,default activation
FOXQ1,FOXQ1,1.0,ExTRI,23383267,default activation
EPAS1,MMP13,1.0,ExTRI;GEREDB,20495570;23417678,PMID
PAX5,THBS1,1.0,ExTRI,23438850,default activation
TBX21,KLRG1,1.0,ExTRI,23440501,default activation
KLF4,CDH2,1.0,ExTRI;NTNU.Curated,23451207,default activation
KLF4,EDN1,1.0,ExTRI;NTNU.Curated,23451207,default activation
JUN,WNT16,1.0,ExTRI,23475960,default activation
JUN,WNT9A,1.0,ExTRI,23475960,default activation
ID3,JUN,1.0,ExTRI,23523789,default activation
JUN,AFF2,1.0,ExTRI,23562910,default activation
MYC,ANGPTL4,1.0,ExTRI,23617883;24039874,default activation
ESR1,ST8SIA1,1.0,ExTRI,23626833,default activation
THRB,ITGB3,1.0,ExTRI,23640055,default activation
ID1,PTGS2,1.0,ExTRI;NTNU.Curated,23657791,default activation
LEF1,FN1,1.0,ExTRI;GEREDB;NTNU.Curated,17452626;23677615,PMID
EBF1,GATA3,-1.0,ExTRI;NTNU.Curated,23684985,PMID
RORA,NLGN1,1.0,ExTRI;SIGNOR,23697635;28608249,PMID
NR2F2,MYL4,1.0,ExTRI;NTNU.Curated,23725765,default activation
KLF4,CIITA,1.0,ExTRI;NTNU.Curated,23733190,default activation
BCL11B,BCL11B,1.0,ExTRI,23741008,default activation
RUNX3,SPP1,-1.0,ExTRI;NTNU.Curated,23774402,PMID
IRF4,IFIT3,1.0,ExTRI;NTNU.Curated,23804715,PMID
ESR1,IGFBP3,1.0,ExTRI,23810988,default activation
KLF4,IL6,1.0,CytReg;ExTRI;NTNU.Curated;TRRUST,23846700;27413250,default activation
RUNX2,THBS1,1.0,ExTRI;NTNU.Curated,23846726,PMID
RUNX3,THBS1,1.0,ExTRI;NTNU.Curated,23846726,PMID
SOX5,MATN1,1.0,ExTRI;NTNU.Curated,23860260,PMID
SOX6,MATN1,1.0,ExTRI;NTNU.Curated,23860260,PMID
PAX3,EYA1,1.0,ExTRI,23874334,default activation
EZH2,STAG3,1.0,ExTRI,23880518,default activation
EZH2,ZNF423,1.0,ExTRI,23884886,default activation
GATA2,NRP2,1.0,ExTRI;NTNU.Curated,23892628,regulon
MAF,HAL,1.0,ExTRI,23898043,default activation
ESR1,PRKCA,1.0,ExTRI,23917222,default activation
EZH2,MARK1,1.0,ExTRI,23932971,default activation
NFIA,NFIA,1.0,ExTRI,23946414,default activation
FOXQ1,VCAN,1.0,ExTRI;NTNU.Curated,24005989,PMID
TBX21,EOMES,1.0,ExTRI,24006458,default activation
EOMES,CCL3,1.0,ExTRI,24006458,default activation
TBX21,CCL3,1.0,CytReg;ExTRI,16473879;24006458,default activation
THRB,KCNMA1,1.0,ExTRI,24012852,default activation
NRG1,LGALS1,1.0,ExTRI,24025681,default activation
NR3C2,MLLT3,1.0,ExTRI,24026182,default activation
SOX4,CALD1,1.0,ExTRI;NTNU.Curated,24046453,default activation
EZH2,KITLG,1.0,ExTRI,24116170,default activation
ESR1,RORA,1.0,ExTRI,24119295,default activation
RORA,ESR1,1.0,ExTRI,24119295,default activation
PRDM1,CD27,1.0,ExTRI,24120360,default activation
GATA3,TGFBR3,1.0,ExTRI;NTNU.Curated;TRRUST,24124001,PMID
TP63,IGFBP7,1.0,ExTRI,24145187,default activation
DPF3,DPF3,1.0,ExTRI,24155890,default activation
RORA,ROR2,1.0,ExTRI,24158497,default activation
EBF1,TNF,1.0,ExTRI,24163373,default activation
IRF4,CIITA,1.0,ExTRI,24204280,default activation
EZH2,PAX3,1.0,ExTRI,24213577,default activation
TP63,IL7,1.0,ExTRI,24224652,default activation
TBX20,PPARG,1.0,ExTRI;NTNU.Curated,24247152,default activation
TBX20,TBX20,1.0,ExTRI,24247152,default activation
MITF,CSF1,1.0,ExTRI,24257758,default activation
MITF,IFNG,1.0,ExTRI,24267286,default activation
JUN,HBA2,1.0,ExTRI,24336657,default activation
EZH2,H2BC11,1.0,ExTRI,24339737,default activation
LEF1,FST,1.0,ExTRI;NTNU.Curated;SIGNOR,24344199,PMID
ESR1,RELN,1.0,ExTRI,24344333,default activation
MAF,CARD11,1.0,ExTRI,24345681,default activation
ESR1,THBS2,1.0,ExTRI,24374826,default activation
LEF1,PRKN,1.0,ExTRI,24394665,regulon
GATA3,TNF,1.0,ExTRI,24395784,default activation
TCF4,CDKN1C,1.0,ExTRI;NTNU.Curated,24396065,PMID
NR2F2,PTGS2,-1.0,ExTRI;NTNU.Curated,24423359,PMID
NR2F2,TNF,1.0,ExTRI,24423359,default activation
MYC,RUNX3,1.0,ExTRI,24447505,default activation
RUNX3,MYC,-1.0,GEREDB;NTNU.Curated;TRRUST,20442291;24447505,PMID
EPAS1,TAGLN,1.0,ExTRI;NTNU.Curated,24464808,PMID
KLF4,SELE,-1.0,ExTRI;GEREDB;NTNU.Curated,17209004;24470523,PMID
KLF4,VCAM1,-1.0,ExTRI;GEREDB;NTNU.Curated,17209004;24470523,PMID
ATF3,CXCL1,-1.0,ExTRI;NTNU.Curated,24470589,PMID
KDM5B,MYC,1.0,ExTRI,24481781,default activation
KDM5B,KDM5B,1.0,ExTRI,24481781,default activation
NR3C2,SGK1,1.0,ExTRI;GEREDB,12969137;14614041;16533503;17200434;24491541,PMID
ESR1,IBSP,1.0,ExTRI,24495337,default activation
ESR1,TLR2,1.0,ExTRI;NTNU.Curated,24508688,PMID
NFIB,EZH2,-1.0,ExTRI;SIGNOR,24553933,PMID
PRDM1,SNCA,1.0,ExTRI,24590765,default activation
SOX5,CDH2,1.0,ExTRI;NTNU.Curated,24607904,PMID
SOX5,FN1,1.0,ExTRI;NTNU.Curated,24607904,PMID
TP63,IL17A,1.0,ExTRI,24613343,default activation
MYC,HBA2,1.0,DoRothEA-A;ExTRI;HTRI,12695333;2463629,default activation
GATA2,FCER1A,1.0,ExTRI;NTNU.Curated;Pavlidis2021;TRRUST,24639354,PMID
GATA2,MS4A2,1.0,ExTRI;NTNU.Curated;Pavlidis2021;TRRUST,24639354,PMID
EZH2,PTGS2,1.0,ExTRI;NTNU.Curated,24652950,default activation
EBF1,PRKCQ,1.0,ExTRI,24657615,default activation
EZH2,TBX21,1.0,ExTRI,24760151,default activation
PRDM1,HSPA5,1.0,ExTRI,24821775,default activation
ZNF423,ZNF521,1.0,ExTRI,24891617,default activation
ZNF521,ZNF423,-1.0,ExTRI,24891617,regulon
PPARG,PLPP1,1.0,ExTRI;NTNU.Curated,24955089,default activation
HIVEP3,IL17A,1.0,ExTRI,25062971,default activation
PRDM1,IL10,1.0,CytReg;ExTRI,21378976;25073792,PMID
STAT4,IL10,1.0,CytReg;ExTRI,20620946;25073792,PMID
JUN,PENK,1.0,ExTRI;GEREDB;TRRUST,1491720;2512642;7477937;7935470;8632147;8931456;9147818,PMID
TBX21,IL15,1.0,ExTRI,25148024,default activation
JUN,MAPRE2,1.0,ExTRI,2548844,default activation
TP63,SGIP1,1.0,ExTRI,3025015,default activation
MYC,CD79A,1.0,ExTRI,6413865,default activation
NFIA,HBG1,1.0,ExTRI,7488055,default activation
JUN,DCN,-1.0,ExTRI;TRRUST,7499226;8798756;8940199,PMID
MYC,IL7,1.0,ExTRI,7510242,default activation
HMGA2,SELE,1.0,ExTRI,7520524;7523851;7542214,default activation
HMGA2,HLA-DRA,1.0,ExTRI,7629508,default activation
NR2F1,MAP2,-1.0,ExTRI;GEREDB,7674376,PMID
MYC,PRKAR2B,1.0,ExTRI;GEREDB,7838149,default activation
JUN,TNFAIP6,1.0,ExTRI;SIGNOR,7935377;8454627,PMID
ATF3,PENK,1.0,ExTRI;GEREDB;TRRUST,7935470;8152431,PMID
MYC,CDK1,1.0,ExTRI;GEREDB;TFactS,11085504;18802399;2237430;8065306,PMID
MYC,PALLD,1.0,ExTRI,8185831,default activation
JUN,IGF1,1.0,DoRothEA-A;ExTRI;HTRI;NTNU.Curated,19103645;19920132;8206951;8439327,PMID
ESR1,MGP,1.0,ExTRI;NTNU.Curated,8319825,default activation
HMGA2,JUN,1.0,ExTRI,8404652,default activation
TP63,IFNG,1.0,ExTRI,8551218,default activation
MYC,THPO,1.0,ExTRI,8601634,default activation
MAFB,TFRC,-1.0,ExTRI;GEREDB,8620536;9209434,PMID
PAX5,XBP1,-1.0,DoRothEA-A;ExTRI;GEREDB;HTRI;TRRUST,12524387;17257674;20483239;8627152,PMID
KLF1,GYPB,1.0,ExTRI,8634425,default activation
RORA,LAMB1,1.0,ExTRI;GEREDB,8645318,PMID
ESR1,CA2,1.0,ExTRI,8647884,default activation
NRG1,KDR,1.0,ExTRI,8651595,default activation
TP63,LGALS1,1.0,ExTRI,8811088,default activation
GATA3,CD3E,1.0,ExTRI,8836737,default activation
PAX5,JCHAIN,1.0,ExTRI,8885870;9808580,default activation
ESR1,PENK,1.0,ExTRI,8901625,default activation
NFIA,TNF,1.0,ExTRI,8939900,default activation
MYC,CSF1,1.0,ExTRI,8981358,default activation
JUN,IL4,1.0,CytReg;ExTRI;TFactS,10772943;12594266;15546613;21454593;21989417;8996240;9133600;9310836;9889198,PMID
NFATC2,RNASE3,1.0,ExTRI,8999843,default activation
TP63,IGFBP2,1.0,ExTRI,9032395,default activation
PAX5,IGLL1,1.0,ExTRI,9079818,default activation
MYC,TGFA,1.0,ExTRI,9093914,default activation
JUN,SELE,1.0,ExTRI;NTNU.Curated,9103451;9317150,PMID
NFATC2,CD28,1.0,ExTRI,9111330,default activation
JUN,RHD,1.0,ExTRI,9121495;9795199,default activation
JUN,HDC,1.0,ExTRI;GEREDB,9142914;9341140,PMID
JUN,TNC,1.0,ExTRI;TRRUST,9154819,PMID
OTX2,TNC,-1.0,ExTRI;NTNU.Curated,9174161,PMID
JUN,ICAM1,1.0,ExTRI;GEREDB;NTNU.Curated,11356008;12832416;20459645;9218873,PMID
NFIA,LCN2,1.0,ExTRI,9339356,default activation
TP63,HLA-DQB1,1.0,ExTRI,9426609,default activation
NR4A3,CSF2,1.0,ExTRI,9473212,default activation
PAX3,ID4,1.0,ExTRI,9516472,default activation
PAX5,LEF1,1.0,ExTRI;NTNU.Curated;TRRUST,9545244,PMID
LEF1,PAX5,1.0,GEREDB,12244173,regulon
MITF,GZMB,1.0,ExTRI;TFactS,1999537;9558376,default activation
GATA2,PRG2,-1.0,ExTRI;NTNU.Curated;TRRUST,10438731;9558404,PMID
ESR1,CTLA4,1.0,ExTRI,9731700,default activation
JUN,MSR1,1.0,ExTRI;TRRUST,8114743;9743233,PMID
PAX5,IGHE,1.0,ExTRI,9743352,default activation
ESR1,IL1B,1.0,ExTRI,9744517,default activation
MEF2C,JCHAIN,1.0,ExTRI;Pavlidis2021,9748293,PMID
JUN,THPO,1.0,ExTRI,9760243,default activation
ID1,ID2,1.0,ExTRI;GEREDB,19896442;9779825,default activation
ID2,ID1,1.0,GEREDB,18325989,default activation
GATA3,ALDH1A2,1.0,ExTRI;TRRUST,9819382,default activation
EBF1,CD79B,1.0,ExTRI;GEREDB,9858563,default activation
RUNX3,CD79A,1.0,ExTRI;NTNU.Curated,9862705,PMID
NR2F1,ESR1,1.0,ExTRI,9914518,default activation
NR2F2,ESR1,1.0,ExTRI,9914518,default activation
ATF3,CCL5,1.0,CytReg;DoRothEA-A;HTRI;TRRUST,10760799,PMID
E2F5,MT1G,1.0,HTRI,15735762,default activation
ESR1,SPARC,1.0,DoRothEA-A;HTRI,20034404,default activation
ESR1,XCL2,1.0,HTRI,20034404,default activation
ESR1,TF,1.0,HTRI,12459033,default activation
ESR1,TYMS,1.0,DoRothEA-A;HTRI;TRRUST,10875244,default activation
ESR2,FECH,1.0,HTRI,20034404,default activation
ESR2,NR5A2,1.0,HTRI,19376833,default activation
ESR2,GPX3,1.0,HTRI,20034404,default activation
ESR2,HBB,1.0,HTRI,20034404,default activation
ESR2,TNC,1.0,HTRI,20034404,default activation
ESR2,PBX1,1.0,HTRI,19376833,default activation
ESR2,PDGFA,1.0,HTRI,20034404,default activation
ESR2,PENK,1.0,GEREDB;HTRI,11578528;17936613;20034404,default activation
ESR2,TGM2,1.0,HTRI,20034404,default activation
ESR2,TP63,1.0,HTRI,20034404,default activation
ESR2,GRIP1,1.0,HTRI,20034404,default activation
GATA2,MYC,1.0,DoRothEA-A;HTRI;Pavlidis2021,19522008;22951020,PMID
GATA2,RNASE2,1.0,HTRI;Pavlidis2021,19279013,PMID
GATA3,CD8A,1.0,DoRothEA-A;HTRI;SIGNOR;TRRUST,11937547;8413295,PMID
GATA3,CD8B,1.0,DoRothEA-A;HTRI;TRRUST,11937547,default activation
GATA3,CD40LG,1.0,DoRothEA-A;HTRI;TRRUST,18719603,PMID
GATA3,EDN1,1.0,DoRothEA-A;HTRI,19559773,default activation
GATA3,EGFR,1.0,DoRothEA-A;HTRI,19559773,default activation
GATA3,HSPD1,1.0,HTRI,19559773,default activation
GATA3,NRCAM,1.0,DoRothEA-A;HTRI,19735555,default activation
GATA3,PDE3A,1.0,DoRothEA-A;HTRI,19559773,default activation
GATA3,PF4,1.0,CytReg;HTRI,19559773;26227022,default activation
GATA3,SNAPC1,1.0,HTRI,19559773,default activation
GATA3,CLIC3,1.0,HTRI,19559773,default activation
GATA3,SLIT2,1.0,DoRothEA-A;HTRI,19559773,default activation
GATA3,UST,1.0,DoRothEA-A;HTRI,19559773,default activation
GATA3,MYRIP,1.0,DoRothEA-A;HTRI,19559773,default activation
GATA3,PDE7B,1.0,DoRothEA-A;HTRI,19559773,default activation
GATA3,GCNT4,1.0,DoRothEA-A;HTRI,19559773,default activation
GATA3,SLC24A3,1.0,DoRothEA-A;HTRI,19559773,default activation
GATA3,NETO1,1.0,DoRothEA-A;HTRI,19559773,default activation
GATA3,LRMDA,1.0,HTRI,19559773,default activation
GATA3,XKR3,1.0,HTRI,19559773,default activation
GATA3,FAM169BP,1.0,HTRI,19559773,default activation
GATA3,ST8SIA6,1.0,DoRothEA-A;HTRI,19559773,default activation
IRF8,IGF1,1.0,HTRI,19103645,default activation
MYC,ADCY9,1.0,DoRothEA-A;HTRI,12747840,default activation
MYC,AVP,1.0,DoRothEA-A;HTRI,12695333,default activation
MYC,BLK,1.0,DoRothEA-A;HTRI,12695333,default activation
MYC,ZFP36L1,-1.0,DoRothEA-A;HTRI;TFactS,12747840,PMID
MYC,CCNB1,1.0,DoRothEA-A;GEREDB;HTRI;TFactS;TRRUST,11522645;11983916;12747840;19470724,PMID
MYC,CD79B,1.0,DoRothEA-A;HTRI,12695333,default activation
MYC,CDC25C,1.0,DoRothEA-A;HTRI;TFactS;TRRUST,12747840;22446629,PMID
MYC,COL4A1,1.0,DoRothEA-A;HTRI,12695333,default activation
MYC,EPB42,1.0,DoRothEA-A;HTRI,12695333,default activation
MYC,FECH,1.0,DoRothEA-A;HTRI,12695333,default activation
MYC,CXCL2,1.0,DoRothEA-A;HTRI,12695333,default activation
MYC,HMBS,1.0,DoRothEA-A;HTRI,12695333,default activation
MYC,HMGN2,1.0,DoRothEA-A;HTRI;TFactS,11085504;12695333,PMID
MYC,HSPE1,1.0,DoRothEA-A;HTRI;TFactS,11983916;12695333;14519204,PMID
MYC,ICAM1,1.0,DoRothEA-A;HTRI,12695333,default activation
MYC,LAIR2,1.0,DoRothEA-A;HTRI,12747840,default activation
MYC,STMN1,1.0,DoRothEA-A;HTRI,12695333,default activation
MYC,LMNA,1.0,DoRothEA-A;HTRI,12695333,default activation
MYC,LTB,1.0,DoRothEA-A;HTRI,12695333,default activation
MYC,MPO,1.0,DoRothEA-A;HTRI,12695333,default activation
MYC,NEFM,1.0,DoRothEA-A;HTRI,12695333,default activation
MYC,NID1,1.0,DoRothEA-A;HTRI,12695333,default activation
MYC,SERPINE1,1.0,HTRI,12695333;18414489,default activation
MYC,PI3,1.0,HTRI,12695333,default activation
MYC,PRTN3,1.0,DoRothEA-A;HTRI,12695333,default activation
MYC,RGS2,1.0,DoRothEA-A;HTRI,12695333,default activation
MYC,CCL14,1.0,HTRI,12695333,default activation
MYC,TGFB2,1.0,DoRothEA-A;GEREDB;HTRI,12695333;9196027,PMID
MYC,TYMS,1.0,DoRothEA-A;HTRI;SIGNOR;TFactS,12747840;18677108,PMID
MYC,UROD,1.0,DoRothEA-A;HTRI,12695333,default activation
MYC,MTERF1,1.0,DoRothEA-A;HTRI,12747840,default activation
MYC,YBX3,1.0,DoRothEA-A;HTRI;TFactS,12747840,PMID
MYC,HERPUD1,1.0,DoRothEA-A;HTRI,12695333,default activation
MYC,DLEU1,-1.0,DoRothEA-A;HTRI;TFactS,12747840;12808131,PMID
MYC,KLF1,1.0,DoRothEA-A;HTRI,12695333,default activation
MYC,UBE2C,1.0,DoRothEA-A;HTRI;TFactS;TRRUST,12747840;22170434,PMID
MYC,SFMBT1,1.0,DoRothEA-A;HTRI,12747840,default activation
TCF7L2,MYC,1.0,DoRothEA-A;GEREDB;HTRI;NTNU.Curated;Pavlidis2021;TFactS,11973610;12095419;12591729;12799378;12907606;15576399;15579438;16204248;17360646;18852287;19561604;19784072;19895682;20133699;20818421;21533051;24447505;26947016;9727977,PMID
TCF7L2,PLAUR,1.0,HTRI;Pavlidis2021,19784072,regulon
TP63,CDC25C,1.0,HTRI,19861536,default activation
TP63,CHN1,1.0,HTRI,17521434,default activation
TP63,CSF1,1.0,HTRI,17521434,default activation
TP63,SYN3,1.0,HTRI,17521434,default activation
TP63,RGS20,1.0,HTRI,17521434,default activation
TP63,KLF12,1.0,HTRI,17521434,default activation
TP63,TBX20,1.0,HTRI,17521434,default activation
TP63,LRMDA,1.0,HTRI,17521434,default activation
TP63,FBXO32,1.0,HTRI,17521434,default activation
BACH2,XBP1,-1.0,SIGNOR;TRRUST,24821775,PMID
BATF,CD2,1.0,TRRUST,22592317,default activation
CIITA,COL1A1,-1.0,TRRUST,16439692,PMID
CIITA,COL1A2,-1.0,TRRUST,15247294;16439692,PMID
CIITA,HLA-DMA,1.0,SIGNOR;TRRUST,7495736;9300700,PMID
CIITA,HLA-DPB1,1.0,SIGNOR;TRRUST,11889043,PMID
CIITA,HLA-DQB1,1.0,SIGNOR;TRRUST,11332992,PMID
CIITA,HLA-DRA,1.0,SIGNOR;TRRUST,10886240;11429551;11889043;9300692;9600954,PMID
CIITA,HLA-DRB1,1.0,SIGNOR;TRRUST,10886240,PMID
CIITA,HLA-DRB5,1.0,SIGNOR;TRRUST,10886240,PMID
CIITA,IL4,-1.0,SIGNOR;TRRUST,10946277;17645498,PMID
CIITA,MMP9,-1.0,TRRUST,15247301,PMID
DLX5,IBSP,1.0,GEREDB;NTNU.Curated;Pavlidis2021;TRRUST,16000302;16949358;22492284;23485603,PMID
DLX5,IGFBP3,1.0,GEREDB;TRRUST,17278996,default activation
E2F5,MYC,-1.0,NTNU.Curated;TRRUST,17132729,PMID
EPAS1,CCR7,1.0,GEREDB;TRRUST,19305150;20738921,PMID
ESR1,CXCL12,1.0,CytReg;GOA;TRRUST,18563714,PMID
ESR2,JUN,1.0,TRRUST,10037443,default activation
EZH2,ADAMTS1,-1.0,TRRUST,22514714,PMID
EZH2,AXL,1.0,TRRUST,23077658,PMID
EZH2,SNAI2,-1.0,SIGNOR;TRRUST,23836662,PMID
FOXQ1,BCL11A,1.0,TRRUST,20145154,PMID
FOXQ1,RSPO2,1.0,TRRUST,20145154,PMID
GATA3,CXCL1,1.0,CytReg;TRRUST,22120723,default activation
GATA3,IL10,1.0,CytReg;GEREDB;TRRUST,19828627;21507199;28100679,PMID
GATA3,IL12RB2,-1.0,TRRUST,21632975,PMID
GATA3,STAT4,-1.0,GEREDB;TRRUST,15251440;18691059;19124743;21632975,PMID
GATA3,TCF7L2,1.0,TRRUST,22951069,default activation
TCF7L2,GATA3,1.0,TRRUST,22951069,regulon
HDAC9,ESR1,-1.0,TRRUST,19185986,PMID
HDAC9,HSPA5,-1.0,TRRUST,19417144,PMID
HDAC9,MMP13,1.0,TRRUST,18054336,PMID
IRF4,FCER2,1.0,SIGNOR;TRRUST,11342629,PMID
IRF4,MS4A1,1.0,TRRUST,19769942,default activation
IRF8,IL10,1.0,CytReg;TRRUST,20709027,PMID
JUN,CA2,1.0,TRRUST,11382925,default activation
JUN,EZH2,1.0,TRRUST,23116973,default activation
JUN,FGF7,1.0,GEREDB;TRRUST,15840658,default activation
JUN,ITGB8,1.0,TRRUST,21878622,default activation
JUN,MGP,1.0,TRRUST,11425864,default activation
JUN,NOX5,1.0,TRRUST,22348975,PMID
JUN,RUNX2,1.0,TRRUST,11604227,default activation
JUN,VCAM1,1.0,GEREDB;TRRUST,16271621;9468519,PMID
KLF4,CD14,1.0,TRRUST,17762869,PMID
KLF4,CDKN1C,1.0,TRRUST,19544095,PMID
KLF4,SCN2A,1.0,TRRUST,20331458,PMID
KLF4,LXN,-1.0,TRRUST,23364479,PMID
KLF4,TAGLN,1.0,NTNU.Curated;TRRUST,18511453;19486889,PMID
KLF5,CCNB1,1.0,TRRUST,21951574,PMID
LEF1,ESR1,-1.0,GOA;TRRUST,18794125,PMID
LEF1,NRCAM,1.0,TFactS;TRRUST,12183361,PMID
LEF1,NT5E,1.0,TRRUST,10428853,regulon
TCF4,LEF1,1.0,GEREDB;Pavlidis2021,17335794;20802155,PMID
LEF1,TCF4,1.0,TRRUST,19174556,regulon
MAF,GCLC,1.0,TRRUST,16054171,default activation
MEIS1,ITGA9,1.0,TRRUST,23139255,default activation
MITF,GPNMB,1.0,TFactS;TRRUST,18983539;19067971;1999537,PMID
MITF,CD40LG,1.0,TRRUST,11425859,PMID
MYC,ATF3,1.0,TRRUST,21384303,default activation
MYC,CD38,1.0,TRRUST,11519042,PMID
MYC,MME,1.0,TRRUST,11519042,PMID
MYC,ST3GAL4,1.0,SIGNOR;TRRUST,22547830,PMID
NFATC2,CD3G,-1.0,GEREDB;TRRUST,15879122;16219537,PMID
NR3C2,CD40,1.0,TRRUST,16179010,PMID
NR3C2,LCN2,1.0,TRRUST,22469622,default activation
OTX2,CDC25C,1.0,TRRUST,21047732,PMID
OTX2,IGF1,1.0,TRRUST,21047732,PMID
OTX2,IL6,1.0,TRRUST,21047732,PMID
PAWR,BCL2,-1.0,TRRUST,11912153;9989812,PMID
PAWR,CCN3,1.0,TRRUST,11502835,PMID
PAX5,BCL2,-1.0,TRRUST,22105368,PMID
PAX5,FCER2,1.0,Pavlidis2021;TRRUST,12731041;17513763,default activation
PAX5,TIMP1,1.0,TRRUST,22105368,PMID
PBX1,PF4,1.0,NTNU.Curated;TRRUST,12609849;15187018,PMID
POU2AF1,ID2,1.0,TRRUST,24801987,default activation
POU2AF1,SPIB,1.0,TRRUST,24801987,default activation
POU2AF1,TNFRSF17,1.0,TRRUST,17621271,PMID
PPARG,APOB,-1.0,GEREDB;TRRUST,16542871,PMID
PPARG,CD83,1.0,GEREDB;TRRUST,15356156;20672290,PMID
PPARG,CSF1,-1.0,CytReg;GEREDB;TRRUST,18566389,PMID
PPARG,GDF15,1.0,GEREDB;TRRUST,14662774;20385121,PMID
PPARG,ICAM1,-1.0,GEREDB;TRRUST,10512746;10645917;17183189;17425601;17610002;18206249;19345798;19524923,PMID
PPARG,JAG1,1.0,TRRUST,20436223,default activation
RORA,TUBA1B,1.0,DoRothEA-A;TRRUST,23029400,PMID
RUNX2,ELANE,1.0,SIGNOR;TRRUST,14594802,PMID
RUNX2,PLAU,1.0,TRRUST,18331818,regulon
RUNX2,VEGFC,1.0,SIGNOR;TRRUST,22641097,PMID
RUNX3,CD36,-1.0,TRRUST,16887969,PMID
RUNX3,CD6,1.0,GEREDB;TRRUST,19446338,default activation
RUNX3,HES1,-1.0,TRRUST,19800882,PMID
RUNX3,HSPD1,-1.0,SIGNOR;TRRUST,17956589,PMID
RUNX3,MMP9,-1.0,TRRUST,21128246,PMID
RUNX3,TCF4,1.0,TRRUST,24447505,PMID
SATB2,TP63,-1.0,TRRUST,21965674,PMID
SETBP1,PTGS2,-1.0,TRRUST,18419541,PMID
SNAI2,CXADR,-1.0,TRRUST,10487759,PMID
SNAI2,JAG1,1.0,SIGNOR;TRRUST,20509143,PMID
SNAI2,MMP9,1.0,SIGNOR;TRRUST,22074556,PMID
STAT4,SOCS3,-1.0,TRRUST,14559241,PMID
SUPT3H,NEDD4L,1.0,TRRUST,8649367,PMID
TBX21,CCR4,-1.0,TRRUST,14500650,PMID
TCF4,ABCB1,1.0,SIGNOR;TRRUST,20459685,PMID
TCF4,BCL2,1.0,TRRUST,23671559,default activation
TCF4,CLEC4C,1.0,TRRUST,20483924,PMID
TCF4,CNTNAP2,1.0,SIGNOR;TRRUST,22777675,PMID
TCF4,FST,1.0,TRRUST,24667650,default activation
TCF4,JUN,1.0,TRRUST,19671687,default activation
TCF4,KLF4,1.0,TRRUST,18977346,default activation
TCF4,MITF,-1.0,GEREDB;Pavlidis2021;TRRUST,11382753;21519923,PMID
TCF4,NRXN1,1.0,SIGNOR;TRRUST,22777675,PMID
TCF4,VCAN,1.0,TRRUST,19269971,default activation
TCF7L2,ABCB1,1.0,NTNU.Curated;Pavlidis2021;TFactS;TRRUST,10987283;12154096;15592430;20459685,PMID
TCF7L2,PTGS2,1.0,NTNU.Curated;TRRUST,11396184;12566320,PMID
TCF7L2,SNAI2,1.0,NTNU.Curated;TRRUST,19443654;20128911,regulon
TEAD1,PAX3,1.0,TRRUST,21687713,regulon
TP63,TCF4,1.0,TRRUST,22232078,PMID
TWIST2,CDH2,-1.0,TRRUST,19581928;21796367,PMID
TWIST2,FN1,1.0,TRRUST,20646316,PMID
